ID,Nombre,Goles,Foto,DefaultFoto
2009,Carlos Julio Cháves,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2009.jpg,False
2011,Ilija Petkovic,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2011.jpg,False
2012,Julián Eduardo Bonifacino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2012.jpg,False
2013,José Luis Saldaño,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2013.jpg,False
2014,Washington Olivera Machado,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2014.jpg,False
2015,Ismael Sabino,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2015.jpg,False
2017,Daniel Alberto Enríquez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2017.jpg,False
2018,Santiago Javier Ostolaza,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2018.jpg,False
2019,Juan Carlos Cabanillas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2019.jpg,False
2020,Tidio Perdomo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2020.jpg,False
2021,Sergio Ariel Peluffo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2021.jpg,False
2022,Oscar Omar Vignolo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2022.jpg,False
2023,Richardson Smith,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2023.jpg,False
2024,José Alberto Percudani,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2024.jpg,False
2025,José Adão Fonseca,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2025.jpg,False
2027,Jorge Luis Cazulo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2027.jpg,False
2028,Álvaro Eduardo Gutiérrez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2028.jpg,False
2029,Octavio Agustín Colo González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2029.jpg,False
2030,Adriano Freitas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2030.jpg,False
2031,Gonzalo Daniel Camargo Pintos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2031.jpg,False
2032,Kevin Méndez,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2032.jpg,False
2033,Brian Lozano,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2033.jpg,False
2034,Yonatthan Rak,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2034.jpg,False
2035,Billy Vladimir Arce Mina,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2035.jpg,False
2036,Pedro Milans,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2036.jpg,False
2037,Hernán Rivero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2037.jpg,False
2038,Gastón Vitancurt,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2038.jpg,False
2039,Gonzalo Latorre,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2039.jpg,False
2040,Darwin Nicolás Ávila Martínez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2040.jpg,False
2041,Yonny Michel Peralta Godoy,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2041.jpg,False
2042,Jhony Galli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2042.jpg,False
2044,Santiago Ignacio Bueno Sciutto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2044.jpg,False
2045,Nicolás Mezquida,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2045.jpg,False
2046,Juan San Martín,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2046.jpg,False
2047,Luis Martín Silva Perdomo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2047.jpg,False
2048,Andrés Pereira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2048.jpg,True
2049,Alejandro Furia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2049.jpg,False
2050,Bruno Olivera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2050.jpg,True
2052,Gonzalo Malán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2052.jpg,False
2053,Juan Pablo Guardado,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2053.jpg,False
2054,Bruno Federico Barreto González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2054.jpg,False
2055,Daniel Godoy,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2055.jpg,True
2056,Juan Manuel Ferrés Echavarren,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2056.jpg,False
2057,Germán Ferreira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2057.jpg,False
2058,Mauricio Gómez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2058.jpg,False
2059,Miller David Castillo Quiñónez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2059.jpg,False
2060,João Neto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2060.jpg,False
2061,Diego Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2061.jpg,False
2062,Gonzalo Carlos Castro Naime,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2062.jpg,False
2063,Juan Carlos Coyant,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2063.jpg,False
2064,Ariel Felipe Bonilla Jaramillo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2064.jpg,False
2065,Maurizio Legnani,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2065.jpg,False
2066,Enzo Barrotti,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2066.jpg,False
2067,Pablo Pereira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2067.jpg,False
2068,Paulo Altez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2068.jpg,False
2069,Luis Roberto La Paz,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2069.jpg,True
2070,Eugenio Raúl De León,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2070.jpg,True
2071,Donato Araíz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2071.jpg,False
2072,Amador Regueiro,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2072.jpg,True
2073,José Lizthermann,19,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2073.jpg,False
2074,Ismaél Montero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2074.jpg,True
2075,Jesús Presa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2075.jpg,True
2076,José Alberico Bordoli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2076.jpg,True
2077,Baldomero Hidalgo,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2077.jpg,False
2078,Rodolfo Piñeyro,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2078.jpg,False
2079,Uribe Durán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2079.jpg,True
2080,Juan Francisco Maldonado,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2080.jpg,True
2082,Julio César Pan,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2082.jpg,False
2083,Venancio Olivera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2083.jpg,True
2084,Atahide Duarte,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2084.jpg,True
2085,Hermia Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2085.jpg,True
2086,Pedro Suárez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2086.jpg,True
2087,Aldo Ramacciotti,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2087.jpg,True
2088,Antonio Álvarez,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2088.jpg,True
2089,Julio Varela,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2089.jpg,True
2091,José Ramón Cruz,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2091.jpg,False
2092,Vicente Mario Mauriño,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2092.jpg,True
2093,Raúl Franco,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2093.jpg,True
2094,Francisco Da Silva,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2094.jpg,True
2095,Atilio Gorni,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2095.jpg,True
2096,Carlos Vigliola,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2096.jpg,True
2097,Willy Píriz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2097.jpg,True
2098,Emilio Ramos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2098.jpg,True
2099,Matías González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2099.jpg,True
2100,Fernando Silva,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2100.jpg,True
2101,Otto Giliberti,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2101.jpg,True
2102,Néstor Cerruti,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2102.jpg,True
2103,Basilio Georgieff,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2103.jpg,False
2105,Diego Luis Pereira,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2105.jpg,True
2106,Pedro Mazzullo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2106.jpg,False
2107,Juan Luis Buzetti,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2107.jpg,False
2108,Juan Carlos González,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2108.jpg,True
2109,Raúl Meneses,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2109.jpg,True
2110,Dionisio Eguía,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2110.jpg,True
2111,Óscar Varela,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2111.jpg,True
2112,Ricardo Scapuccio,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2112.jpg,True
2113,Arístides Pittamiglio,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2113.jpg,True
2114,Alejandro Nicola,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2114.jpg,True
2115,Pascual Arturo Dibello,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2115.jpg,True
2116,Ramón Muniz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2116.jpg,True
2117,Luis Ferrando,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2117.jpg,True
2119,Juan Carlos García,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2119.jpg,True
2120,Manuel González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2120.jpg,True
2121,Pascual Desiderio,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2121.jpg,False
2122,Victorio Garibone,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2122.jpg,True
2123,Manuel Cenizzo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2123.jpg,True
2124,Eduardo Castilla,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2124.jpg,True
2125,Miguel Salinas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2125.jpg,True
2126,Héctor Gauna,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2126.jpg,False
2127,Omár Wins,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2127.jpg,True
2128,Morris,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2128.jpg,True
2129,Antonio Pérez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2129.jpg,True
2130,Ricardo Silvera,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2130.jpg,True
2131,Felípe Santos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2131.jpg,True
2132,Luis Villa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2132.jpg,True
2133,Valentín Miraballes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2133.jpg,True
2134,Lino González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2134.jpg,True
2135,Julio Pajor,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2135.jpg,True
2136,Héctor Olímpico Argenti,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2136.jpg,False
2137,Washington Barrios,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2137.jpg,True
2138,Miguel Elena,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2138.jpg,False
2139,Luis Ómar Puime,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2139.jpg,True
2140,Foti Mosco,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2140.jpg,True
2141,Washington Sosa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2141.jpg,True
2143,Mujica,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2143.jpg,True
2144,Julio César Quiroga,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2144.jpg,True
2145,Horacio Pietropinto,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2145.jpg,True
2146,Juan Goyeneche,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2146.jpg,True
2147,José María Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2147.jpg,True
2148,José Tognola,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2148.jpg,True
2149,Antonio Bruzzese,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2149.jpg,True
2150,Santiago Muiños,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2150.jpg,True
2151,Felipe Insargaray,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2151.jpg,True
2152,Juan Bixio,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2152.jpg,True
2153,Carlos Tosetti,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2153.jpg,True
2154,Juan Carlos Soria,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2154.jpg,True
2155,Atilio Berninzone,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2155.jpg,True
2156,Enrique Savio,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2156.jpg,True
2157,Bernabé Pons,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2157.jpg,True
2158,Ramón Valverde,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2158.jpg,True
2159,Adhemar Gallo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2159.jpg,True
2161,Juan Perusso,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2161.jpg,True
2162,Anselmo Yamandú Fiorelli,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2162.jpg,False
2163,Portalupi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2163.jpg,True
2164,Juan José Mora,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2164.jpg,True
2166,Mario Mederos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2166.jpg,True
2167,Juan Nélson Novasco,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2167.jpg,True
2168,Luis Nelson Le Pera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2168.jpg,False
2169,Heriberto de León,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2169.jpg,False
2170,Germán Aragonés,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2170.jpg,True
2171,Elbio Fierro,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2171.jpg,True
2172,Diego Carreras,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2172.jpg,False
2174,Domingo Di Martino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2174.jpg,True
2175,Venancio Silver Bartibás Riquero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2175.jpg,False
2176,Pablo Serrato,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2176.jpg,True
2177,Silvio Salles,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2177.jpg,True
2178,Lorenzo Hugo Ceschi,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2178.jpg,True
2179,Marcos Encina,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2179.jpg,True
2180,Cándido Badalá,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2180.jpg,True
2181,Conrado Haeberli,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2181.jpg,False
2182,Rafael Sansone,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2182.jpg,False
2183,Domingo Gentile,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2183.jpg,True
2184,Carlos González Alonso,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2184.jpg,True
2185,Damián Antonio Mapelli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2185.jpg,False
2186,Leônidas Da Silva,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2186.jpg,False
2187,Fausto Batignani,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2187.jpg,False
2188,Alberto Berisso,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2188.jpg,True
2189,Oliver Icardi,21,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2189.jpg,False
2190,Pedro Aguirre,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2190.jpg,False
2191,Francisco Pedro Arispe,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2191.jpg,False
2192,Vicente Albanese,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2192.jpg,False
2193,Silvio Pirillo,24,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2193.jpg,False
2194,Raúl Cámpora,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2194.jpg,True
2195,Nicolás Roberto Orlando,27,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2195.jpg,True
2196,José Alberto Pérez,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2196.jpg,True
2197,Héctor Demarco,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2197.jpg,False
2198,Pablo Arbeloa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2198.jpg,True
2199,Andrés Paz López,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2199.jpg,False
2200,Juan Vigo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2200.jpg,True
2201,Carlos Morixe,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2201.jpg,True
2202,A. Baliani,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2202.jpg,True
2203,H. Barrionuevo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2203.jpg,True
2204,Roberto González,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2204.jpg,True
2205,C. Ivaldi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2205.jpg,True
2206,Nélson Dutra,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2206.jpg,True
2207,Juan Carlos Lallana,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2207.jpg,True
2208,Wilson Silveira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2208.jpg,True
2209,Luis Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2209.jpg,True
2211,Félix Silva,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2211.jpg,True
2212,Arturo Naón,15,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2212.jpg,False
2213,Héctor Agustín García,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2213.jpg,False
2214,Gumersindo Puentes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2214.jpg,True
2215,Narciso Rivero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2215.jpg,True
2216,Lucídio Baptista Da Silva,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2216.jpg,False
2217,J. Freitas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2217.jpg,True
2218,Ruben Latallada,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2218.jpg,True
2219,Enrique Wagner,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2219.jpg,True
2220,Naurelino Correa,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2220.jpg,True
2221,Enrique Nario,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2221.jpg,True
2222,Ary Giménez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2222.jpg,True
2223,Alfredo Roa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2223.jpg,True
2224,Luis Radiche,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2224.jpg,False
2225,Uruguay Sosa,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2225.jpg,True
2226,Alberto González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2226.jpg,True
2227,Luis Alberto Arrieta Pérez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2227.jpg,False
2228,Adolfo Viera,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2228.jpg,True
2229,Nelly Presa,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2229.jpg,True
2230,Juan Carlos Leiva,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2230.jpg,True
2231,Francisco Sinibaldi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2231.jpg,True
2232,Julio Isnardi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2232.jpg,True
2233,Juan José Pereira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2233.jpg,True
2234,Wilfredo Eizaga,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2234.jpg,True
2235,Luis Collares,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2235.jpg,True
2236,Tomás Gottbiels,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2236.jpg,True
2237,Vicente González,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2237.jpg,False
2238,Miguel Ángel Mansilla,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2238.jpg,False
2239,Isabelino Ramírez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2239.jpg,False
2241,Julio César Rodríguez Garay,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2241.jpg,False
2242,Juvencio Osorio,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2242.jpg,False
2243,Julio César Pereyra,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2243.jpg,False
2244,Victor Manuel Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2244.jpg,True
2245,Washington Osvaldo Aires Borba,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2245.jpg,False
2246,Walter Da Rosa,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2246.jpg,True
2248,Daniel Walter Cavallero,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2248.jpg,False
2249,Jorge Walter Barrios Balestrasse,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2249.jpg,False
2250,Carlos Javier Odriozola,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2250.jpg,False
2251,Julio César Maciel,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2251.jpg,True
2253,Amilcar Ferraz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2253.jpg,True
2254,Juan José Romero,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2254.jpg,True
2255,Francisco Campo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2255.jpg,False
2256,Vicente Estavillo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2256.jpg,False
2257,Walter La Palma,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2257.jpg,True
2259,Juan Emilio Píriz,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2259.jpg,False
2260,Percy Sedgfield,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2260.jpg,False
2261,Peter Desham,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2261.jpg,True
2262,John Mac Gregor,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2262.jpg,True
2263,"Richard Burns - ""Doull""",0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2263.jpg,True
2265,"John Burns - ""Doull""",1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2265.jpg,True
2266,John Daniel Woosey,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2266.jpg,True
2267,George Hopkins,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2267.jpg,True
2268,Arthur William Davenport,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2268.jpg,False
2270,Herbert Sagehorn,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2270.jpg,True
2271,Julio Negrón,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2271.jpg,False
2272,José Francisco Arteaga,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2272.jpg,True
2273,N. Moger,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2273.jpg,True
2274,James Stewart,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2274.jpg,True
2275,William Leslie Poole,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2275.jpg,False
2276,Herbert Ernest Aubrey Craven,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2276.jpg,False
2277,Estefani Reis,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2277.jpg,False
2278,Luis Carlos Sauco,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2278.jpg,False
2279,Gastón Linares,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2279.jpg,False
2280,Gustavo Dalto,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2280.jpg,False
2281,Héctor Méndez,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2281.jpg,False
